"","","","","","","X.Intercept."
"357","17","1000","hn+cov1+cov2","0.7","varp","0.062821748489376"
"358","18","1000","hn","0.7","p","0.531370213502288"
"359","18","1000","hn","0.7","n","77"
"360","18","1000","hn","0.7","b0","-0.942293016441704"
"361","18","1000","hn","0.7","cov1",NA
"362","18","1000","hn","0.7","cov2",NA
"363","18","1000","hn","0.7","aic","-44.6701033206773"
"364","18","1000","hn","0.7","varp","0.0459857887322272"
"365","18","1000","hn+cov1","0.7","p","0.508054539939253"
"366","18","1000","hn+cov1","0.7","n","77"
"367","18","1000","hn+cov1","0.7","b0","-1.4803850361906"
"368","18","1000","hn+cov1","0.7","cov1","0.088851619242035"
"369","18","1000","hn+cov1","0.7","cov2",NA
"370","18","1000","hn+cov1","0.7","aic","-48.616692160432"
"371","18","1000","hn+cov1","0.7","varp","0.0451911400252399"
"372","18","1000","hn+cov1+cov2","0.7","p","0.507777529771136"
"373","18","1000","hn+cov1+cov2","0.7","n","77"
"374","18","1000","hn+cov1+cov2","0.7","b0","-1.54089210937609"
"375","18","1000","hn+cov1+cov2","0.7","cov1","0.0800378894893225"
"376","18","1000","hn+cov1+cov2","0.7","cov2","0.0169971519903867"
"377","18","1000","hn+cov1+cov2","0.7","aic","-46.7428003334609"
"378","18","1000","hn+cov1+cov2","0.7","varp","0.0488195937131666"
"379","19","1000","hn","0.7","p","0.526159797246028"
"380","19","1000","hn","0.7","n","74"
"381","19","1000","hn","0.7","b0","-0.95358484422129"
"382","19","1000","hn","0.7","cov1",NA
"383","19","1000","hn","0.7","cov2",NA
"384","19","1000","hn","0.7","aic","-43.8281231225386"
"385","19","1000","hn","0.7","varp","0.0477998141773581"
"386","19","1000","hn+cov1","0.7","p","0.481240411677464"
"387","19","1000","hn+cov1","0.7","n","74"
"388","19","1000","hn+cov1","0.7","b0","-1.85083798709447"
"389","19","1000","hn+cov1","0.7","cov1","0.142450199721639"
"390","19","1000","hn+cov1","0.7","cov2",NA
"391","19","1000","hn+cov1","0.7","aic","-52.5529534699791"
"392","19","1000","hn+cov1","0.7","varp","0.0470961869995532"
"393","19","1000","hn+cov1+cov2","0.7","p","0.481207494984597"
"394","19","1000","hn+cov1+cov2","0.7","n","74"
"395","19","1000","hn+cov1+cov2","0.7","b0","-1.85486029889792"
"396","19","1000","hn+cov1+cov2","0.7","cov1","0.141496118405988"
"397","19","1000","hn+cov1+cov2","0.7","cov2","0.00137816135844377"
"398","19","1000","hn+cov1+cov2","0.7","aic","-50.553913267001"
"399","19","1000","hn+cov1+cov2","0.7","varp","0.0473642959783999"
"400","20","1000","hn","0.7","p","0.562007079755331"
"401","20","1000","hn","0.7","n","76"
"402","20","1000","hn","0.7","b0","-0.876284063204467"
"403","20","1000","hn","0.7","cov1",NA
"404","20","1000","hn","0.7","cov2",NA
"405","20","1000","hn","0.7","aic","-38.6751834957687"
"406","20","1000","hn","0.7","varp","0.047152757851531"
"407","20","1000","hn+cov1","0.7","p","0.52253011364325"
"408","20","1000","hn+cov1","0.7","n","76"
"409","20","1000","hn+cov1","0.7","b0","-1.63282425228001"
"410","20","1000","hn+cov1","0.7","cov1","0.117890783249616"
"411","20","1000","hn+cov1","0.7","cov2",NA
"412","20","1000","hn+cov1","0.7","aic","-45.7935181982748"
"413","20","1000","hn+cov1","0.7","varp","0.0436000594721864"
"414","20","1000","hn+cov1+cov2","0.7","p","0.515288116948571"
"415","20","1000","hn+cov1+cov2","0.7","n","76"
"416","20","1000","hn+cov1+cov2","0.7","b0","-1.88395503009865"
"417","20","1000","hn+cov1+cov2","0.7","cov1","0.0571133534411645"
"418","20","1000","hn+cov1+cov2","0.7","cov2","0.0895483299621251"
"419","20","1000","hn+cov1+cov2","0.7","aic","-45.5004112614355"
"420","20","1000","hn+cov1+cov2","0.7","varp","0.052260591143913"
"421","21","1000","hn","0.7","p","0.454866800638124"
"422","21","1000","hn","0.7","n","69"
"423","21","1000","hn","0.7","b0","-1.11271108040764"
"424","21","1000","hn","0.7","cov1",NA
"425","21","1000","hn","0.7","cov2",NA
"426","21","1000","hn","0.7","aic","-55.8199362316001"
"427","21","1000","hn","0.7","varp","0.0457153980332472"
"428","21","1000","hn+cov1","0.7","p","0.429507510863345"
