"","","","","","","X.Intercept."
"448","25","30","hn+cov1+cov2","999","cov2","0.142320555603986"
"449","25","30","hn+cov1+cov2","999","aic","-44.8290460845433"
"450","25","30","hn+cov1+cov2","999","varp","0.0512652535632597"
"451","26","30","hn","999","p","0.359730967672795"
"452","26","30","hn","999","b0","-1.24768818208443"
"453","26","30","hn","999","cov1",NA
"454","26","30","hn","999","cov2",NA
"455","26","30","hn","999","aic","-29.5377125177557"
"456","26","30","hn","999","varp","0.0436111054473835"
"457","26","30","hn+cov1","999","p","0.338786122872529"
"458","26","30","hn+cov1","999","b0","-1.62125171493363"
"459","26","30","hn+cov1","999","cov1","0.22995843590784"
"460","26","30","hn+cov1","999","cov2",NA
"461","26","30","hn+cov1","999","aic","-30.1328496223067"
"462","26","30","hn+cov1","999","varp","0.0424830508101581"
"463","26","30","hn+cov1+cov2","999","p","0.337194987517295"
"464","26","30","hn+cov1+cov2","999","b0","-1.66207412668383"
"465","26","30","hn+cov1+cov2","999","cov1","0.500766765012199"
"466","26","30","hn+cov1+cov2","999","cov2","-0.228594284941685"
"467","26","30","hn+cov1+cov2","999","aic","-28.2727083368072"
"468","26","30","hn+cov1+cov2","999","varp","0.0420585386278731"
"469","27","30","hn","999","p","0.407516484798652"
"470","27","30","hn","999","b0","-1.12131907539648"
"471","27","30","hn","999","cov1",NA
"472","27","30","hn","999","cov2",NA
"473","27","30","hn","999","aic","-22.52423100834"
"474","27","30","hn","999","varp","0.0528153412004223"
"475","27","30","hn+cov1","999","p","0.37975190516947"
"476","27","30","hn+cov1","999","b0","-0.678110279781787"
"477","27","30","hn+cov1","999","cov1","-0.282726482162634"
"478","27","30","hn+cov1","999","cov2",NA
"479","27","30","hn+cov1","999","aic","-22.977652661031"
"480","27","30","hn+cov1","999","varp","0.0819543591886811"
"481","27","30","hn+cov1+cov2","999","p","0.375318864140305"
"482","27","30","hn+cov1+cov2","999","b0","-0.784611105884995"
"483","27","30","hn+cov1+cov2","999","cov1","-0.607809389199398"
"484","27","30","hn+cov1+cov2","999","cov2","0.551928713690033"
"485","27","30","hn+cov1+cov2","999","aic","-21.7553489330848"
"486","27","30","hn+cov1+cov2","999","varp","0.0661675093823875"
"487","28","30","hn","999","p","0.156408909068325"
"488","28","30","hn","999","b0","-2.08107098405514"
"489","28","30","hn","999","cov1",NA
"490","28","30","hn","999","cov2",NA
"491","28","30","hn","999","aic","-79.3167777316224"
"492","28","30","hn","999","varp","0.0194476092010745"
"493","28","30","hn+cov1","999","p","0.0977756652161063"
"494","28","30","hn+cov1","999","b0","-0.730625992898392"
"495","28","30","hn+cov1","999","cov1","-0.633177348708517"
"496","28","30","hn+cov1","999","cov2",NA
"497","28","30","hn+cov1","999","aic","-94.6780080570843"
"498","28","30","hn+cov1","999","varp","0.0243917494273954"
"499","28","30","hn+cov1+cov2","999","p","0.0968591589926405"
"500","28","30","hn+cov1+cov2","999","b0","-0.790312445029778"
"501","28","30","hn+cov1+cov2","999","cov1","-0.427936063029084"
